,awayTeamId,awayTeamName,completed,day,final_score,homeTeamId,homeTeamName,id,lastMod,month,nbaId,path,prefix,season,trackingState,type,year
17,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,True,19,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,ed11d931-4ccc-4737-8a78-9c6379351345,2023-05-20T05:32:32.000Z,5,0042200302,2022-23/0042200302/,0042200302,2022,full,playoff,2023
18,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,True,18,,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,dca065fe-6489-4f1f-baf9-323d200675bd,2023-05-19T06:20:11.000Z,5,0042200312,2022-23/0042200312/,0042200312,2022,full,playoff,2023
19,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,True,17,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,807b3aee-9fa4-4506-ad52-3e724cac5229,2023-06-13T18:45:01.000Z,5,0042200301,2022-23/0042200301/,0042200301,2022,full,playoff,2023
20,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,True,16,,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,9f4fb829-6717-48dd-bee9-1f2875addfa6,2023-06-13T18:46:13.000Z,5,0042200311,2022-23/0042200311/,0042200311,2022,full,playoff,2023
21,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,False,15,,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,21ef3c0e-a58a-4922-8368-7d1983492128,,5,0042200207,2022-23/0042200207/,0042200207,2022,,playoff,2023
22,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,True,14,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,256059e1-1480-4ed8-b514-7c4c3a6fbb42,2023-05-15T16:16:11.000Z,5,0042200217,2022-23/0042200217/,0042200217,2022,full,playoff,2023
23,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,True,12,,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,604beefc-c4ee-43b5-b87c-ee2db34696ea,2023-05-15T22:06:35.000Z,5,0042200236,2022-23/0042200236/,0042200236,2022,full,playoff,2023
24,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,True,12,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,df8b4fa0-aa37-4d4a-91be-c73a331272b6,2023-05-15T21:57:50.000Z,5,0042200206,2022-23/0042200206/,0042200206,2022,full,playoff,2023
25,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,True,11,,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,ecf1f1e7-c090-4d9f-a9d9-7942a9d45b93,2023-06-12T21:19:55.000Z,5,0042200226,2022-23/0042200226/,0042200226,2022,full,playoff,2023
26,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,True,11,,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,1a040044-23a3-44b0-a7b3-56a261f4504e,2023-06-12T20:46:06.000Z,5,0042200216,2022-23/0042200216/,0042200216,2022,full,playoff,2023
27,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,True,10,,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,d00bf0bf-aa7d-4959-9bec-cde51fe90f31,2023-05-15T23:44:34.000Z,5,0042200235,2022-23/0042200235/,0042200235,2022,full,playoff,2023
28,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,True,10,,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,77c48834-3c89-422a-8f82-e177cf283d5f,2023-05-23T20:08:22.000Z,5,0042200205,2022-23/0042200205/,0042200205,2022,full,playoff,2023
29,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,True,9,,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,57fe7273-82ea-4a1e-90d6-997e39fcb57e,2023-05-10T08:12:23.000Z,5,0042200225,2022-23/0042200225/,0042200225,2022,full,playoff,2023
30,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,True,9,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,c5850b5f-b3b5-48b9-8384-341b93c72c4a,2023-05-10T04:30:53.000Z,5,0042200215,2022-23/0042200215/,0042200215,2022,full,playoff,2023
31,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,True,8,,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,496c6823-09c7-44a3-8233-1c9d1f974547,2023-05-09T08:07:07.000Z,5,0042200234,2022-23/0042200234/,0042200234,2022,full,playoff,2023
32,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,True,8,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,f362fdf2-4b3a-4f76-9386-74613043bc16,2023-05-09T16:13:07.000Z,5,0042200204,2022-23/0042200204/,0042200204,2022,full,playoff,2023
33,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,True,7,,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,49db7fe9-db54-47c9-a5bb-1011912a2915,2023-05-09T16:24:33.000Z,5,0042200224,2022-23/0042200224/,0042200224,2022,full,playoff,2023
34,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,True,7,,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,eacec1a6-3d81-4f03-9096-0bd7d7a631c5,2023-05-08T01:08:31.000Z,5,0042200214,2022-23/0042200214/,0042200214,2022,full,playoff,2023
35,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,True,6,,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,18d5f568-b504-471b-926e-bc8b5efb920a,2023-05-09T16:26:55.000Z,5,0042200233,2022-23/0042200233/,0042200233,2022,full,playoff,2023
36,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,True,6,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,73b64316-de16-4f96-be88-dd71ac07d3c5,2023-05-07T01:07:04.000Z,5,0042200203,2022-23/0042200203/,0042200203,2022,full,playoff,2023
37,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,True,5,,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,3bb4fffa-2f56-4560-84f6-83bf0cf1e5f5,2023-05-06T08:36:06.000Z,5,0042200223,2022-23/0042200223/,0042200223,2022,full,playoff,2023
38,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,True,5,,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,7e626d0f-9234-4d62-b4dc-75ccf08768ce,2023-05-09T16:24:25.000Z,5,0042200213,2022-23/0042200213/,0042200213,2022,full,playoff,2023
39,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,True,4,,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,f71ab3ab-ac92-4d72-92f1-bb034d44d588,2023-05-05T07:00:38.000Z,5,0042200232,2022-23/0042200232/,0042200232,2022,full,playoff,2023
40,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,True,3,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,0659bd35-057a-4a46-bb98-68c211c61208,2023-05-04T05:00:37.000Z,5,0042200212,2022-23/0042200212/,0042200212,2022,full,playoff,2023
41,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,True,2,,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,1cc79eec-803c-455f-b963-bc35c3c6475c,2023-05-03T08:37:16.000Z,5,0042200231,2022-23/0042200231/,0042200231,2022,full,playoff,2023
42,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,True,2,,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,2806b6ad-fe4a-449d-abbc-3707abc31490,2023-05-03T15:51:50.000Z,5,0042200202,2022-23/0042200202/,0042200202,2022,full,playoff,2023
43,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,True,1,,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,fc7c6558-1319-4844-822d-a41cb2a736ae,2023-05-05T15:50:50.000Z,5,0042200222,2022-23/0042200222/,0042200222,2022,full,playoff,2023
44,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,True,1,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,4aced5b9-19ee-41f7-a5f1-90d5e18693bb,2023-05-02T04:28:10.000Z,5,0042200211,2022-23/0042200211/,0042200211,2022,full,playoff,2023
45,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,False,30,,feb4d307-89ef-11e6-a733-a45e60e298d3,Memphis Grizzlies,87bc88eb-424e-47b2-a4c2-8152f1a5d0a7,,4,0042200157,2022-23/0042200157/,0042200157,2022,,playoff,2023
46,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,True,30,,feb4d830-89ef-11e6-9960-a45e60e298d3,Sacramento Kings,6af46967-00b9-42cb-ad06-fc1b37481616,2023-05-01T01:09:05.000Z,4,0042200167,2022-23/0042200167/,0042200167,2022,full,playoff,2023
47,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,True,30,,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,b74c69aa-0f9e-442b-9971-0f8da4883ed9,2023-04-30T23:20:43.000Z,4,0042200201,2022-23/0042200201/,0042200201,2022,full,playoff,2023
48,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,True,29,,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,372ac708-fe8a-4afa-9819-d2a1ebc07cae,2023-04-30T05:23:03.000Z,4,0042200221,2022-23/0042200221/,0042200221,2022,full,playoff,2023
49,feb4d307-89ef-11e6-a733-a45e60e298d3,Memphis Grizzlies,True,28,,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,796b69cd-8b4d-4db1-b3b4-a2b1bc688650,2023-04-29T07:54:35.000Z,4,0042200156,2022-23/0042200156/,0042200156,2022,full,playoff,2023
50,feb4d830-89ef-11e6-9960-a45e60e298d3,Sacramento Kings,True,28,,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,8b20b93f-5ab9-486f-af74-fc10d19dbd86,2023-05-08T17:59:41.000Z,4,0042200166,2022-23/0042200166/,0042200166,2022,full,playoff,2023
51,feb4d402-89ef-11e6-b582-a45e60e298d3,Milwaukee Bucks,False,28,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,b99e140a-1424-41b0-80bb-0013ca49f717,,4,0042200106,2022-23/0042200106/,0042200106,2022,,playoff,2023
52,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,True,27,,feb3e09c-89ef-11e6-9f68-a45e60e298d3,Atlanta Hawks,6a4a706a-5ca0-4407-92f0-79437ab4396e,2023-05-01T16:21:31.000Z,4,0042200116,2022-23/0042200116/,0042200116,2022,full,playoff,2023
53,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,True,26,,feb4d830-89ef-11e6-9960-a45e60e298d3,Sacramento Kings,9cd723b5-da02-4416-8b4b-02537dfcb5de,2023-04-28T16:20:56.000Z,4,0042200165,2022-23/0042200165/,0042200165,2022,full,playoff,2023
54,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,True,26,,feb4d402-89ef-11e6-b582-a45e60e298d3,Milwaukee Bucks,732070b6-7dc5-44d0-b630-ed2bfec50016,2023-04-27T15:51:27.000Z,4,0042200105,2022-23/0042200105/,0042200105,2022,full,playoff,2023
55,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,True,26,,feb4d307-89ef-11e6-a733-a45e60e298d3,Memphis Grizzlies,d341c985-5c6b-4c74-8450-9aeef7f204c7,2023-04-27T05:34:07.000Z,4,0042200155,2022-23/0042200155/,0042200155,2022,full,playoff,2023
56,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,True,26,,feb4ceb0-89ef-11e6-9f6d-a45e60e298d3,Cleveland Cavaliers,28e0cc27-e6c1-42a8-a511-3a428b27e907,2023-04-27T04:11:49.000Z,4,0042200135,2022-23/0042200135/,0042200135,2022,full,playoff,2023
57,feb4d217-89ef-11e6-a043-a45e60e298d3,LA Clippers,True,25,,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,6d996258-b9d1-4ed0-a31c-98c32a90c1fc,2023-04-26T07:27:42.000Z,4,0042200175,2022-23/0042200175/,0042200175,2022,full,playoff,2023
58,feb4d47a-89ef-11e6-8a69-a45e60e298d3,Minnesota Timberwolves,True,25,,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,8001a9f9-f29b-488f-aae2-4d399182e55a,2023-04-26T07:02:12.000Z,4,0042200145,2022-23/0042200145/,0042200145,2022,full,playoff,2023
59,feb3e09c-89ef-11e6-9f68-a45e60e298d3,Atlanta Hawks,True,25,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,5088cf7a-6122-45de-9b40-bc249fa7a770,2023-04-26T06:38:23.000Z,4,0042200115,2022-23/0042200115/,0042200115,2022,full,playoff,2023
60,feb4d307-89ef-11e6-a733-a45e60e298d3,Memphis Grizzlies,True,24,,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,3103afe1-4749-4da6-9bef-b698fd54044e,2023-04-25T08:08:10.000Z,4,0042200154,2022-23/0042200154/,0042200154,2022,full,playoff,2023
61,feb4d402-89ef-11e6-b582-a45e60e298d3,Milwaukee Bucks,True,24,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,23da3805-ff83-429a-a907-0e3b95820e05,2023-04-25T08:03:41.000Z,4,0042200104,2022-23/0042200104/,0042200104,2022,full,playoff,2023
62,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,True,23,,feb4d47a-89ef-11e6-8a69-a45e60e298d3,Minnesota Timberwolves,9f6b0cb3-c9dd-446b-97ea-0fa6cc7ca1c2,2023-06-01T23:58:13.000Z,4,0042200144,2022-23/0042200144/,0042200144,2022,full,playoff,2023
63,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,True,23,,feb3e09c-89ef-11e6-9f68-a45e60e298d3,Atlanta Hawks,fab93d28-296a-44f0-8470-1b297e14bc55,2023-04-24T17:57:54.000Z,4,0042200114,2022-23/0042200114/,0042200114,2022,full,playoff,2023
64,feb4d830-89ef-11e6-9960-a45e60e298d3,Sacramento Kings,True,23,,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,5ff99333-e746-4bcf-bf66-1322464f1109,2023-04-25T15:05:04.000Z,4,0042200164,2022-23/0042200164/,0042200164,2022,full,playoff,2023
65,feb4ceb0-89ef-11e6-9f6d-a45e60e298d3,Cleveland Cavaliers,True,23,,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,8321e982-4388-4e90-aace-121a32d7f84a,2023-04-24T04:22:52.000Z,4,0042200134,2022-23/0042200134/,0042200134,2022,full,playoff,2023
66,feb4d307-89ef-11e6-a733-a45e60e298d3,Memphis Grizzlies,True,22,,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,75664a39-08f1-44cf-9f66-3badd76ff05a,2023-04-23T07:15:36.000Z,4,0042200153,2022-23/0042200153/,0042200153,2022,full,playoff,2023
67,feb4d402-89ef-11e6-b582-a45e60e298d3,Milwaukee Bucks,True,22,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,9bfb29da-978c-4fa8-931b-2ef7a39adb64,2023-04-24T17:35:31.000Z,4,0042200103,2022-23/0042200103/,0042200103,2022,full,playoff,2023
68,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,True,22,,feb4d217-89ef-11e6-a043-a45e60e298d3,LA Clippers,6f1700d9-d7d2-49a6-bae7-8ce05b3708bd,2023-04-24T17:40:09.000Z,4,0042200174,2022-23/0042200174/,0042200174,2022,full,playoff,2023
69,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,True,22,,feb4cc63-89ef-11e6-9333-a45e60e298d3,Brooklyn Nets,fa263a3d-3dd2-490b-a5ac-38d22f7ea01f,2023-04-25T15:02:29.000Z,4,0042200124,2022-23/0042200124/,0042200124,2022,full,playoff,2023
70,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,True,21,,feb4d47a-89ef-11e6-8a69-a45e60e298d3,Minnesota Timberwolves,a40f4f55-bb09-48f3-be21-60885f55d685,2023-04-22T07:09:51.000Z,4,0042200143,2022-23/0042200143/,0042200143,2022,full,playoff,2023
71,feb4ceb0-89ef-11e6-9f6d-a45e60e298d3,Cleveland Cavaliers,True,21,,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,802efaf8-1ba7-4db4-a6b8-092f9344836a,2023-04-22T07:08:40.000Z,4,0042200133,2022-23/0042200133/,0042200133,2022,full,playoff,2023
72,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,True,21,,feb3e09c-89ef-11e6-9f68-a45e60e298d3,Atlanta Hawks,2bd5d531-de93-42c8-ab5d-a6c703517bc4,2023-04-22T04:24:29.000Z,4,0042200113,2022-23/0042200113/,0042200113,2022,full,playoff,2023
73,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,True,20,,feb4d217-89ef-11e6-a043-a45e60e298d3,LA Clippers,f8b6de37-e114-43a5-b2b4-69e6c1e152c5,2023-04-21T08:44:48.000Z,4,0042200173,2022-23/0042200173/,0042200173,2022,full,playoff,2023
74,feb4d830-89ef-11e6-9960-a45e60e298d3,Sacramento Kings,True,20,,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,96221556-0920-4436-8d17-c09278450228,2023-04-21T08:43:15.000Z,4,0042200163,2022-23/0042200163/,0042200163,2022,full,playoff,2023
