,playerId,name,Rk,WS,Season,Age,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
70,1628973.0,Jalen Brunson,13.0,8.7,2022-23,26.0,NYK,68.0,68.0,2379.0,587.0,1195.0,453.0,873.0,134.0,322.0,325.0,392.0,40.0,201.0,241.0,421.0,61.0,15.0,142.0,152.0,1633.0,0.491,0.519,0.416,0.829,0.597,0.547,G
71,1628418.0,Thomas Bryant,118.0,4.1,2022-23,25.0,"DEN,LAL",59.0,26.0,1081.0,230.0,369.0,204.0,310.0,26.0,59.0,93.0,126.0,86.0,253.0,339.0,31.0,16.0,30.0,38.0,102.0,579.0,0.623,0.658,0.441,0.738,0.682,0.659,C
72,203493.0,Reggie Bullock,174.0,2.8,2022-23,31.0,DAL,78.0,55.0,2364.0,192.0,470.0,41.0,73.0,151.0,397.0,26.0,37.0,32.0,251.0,283.0,108.0,54.0,13.0,36.0,166.0,561.0,0.409,0.562,0.38,0.703,0.577,0.569,G-F
73,202692.0,Alec Burks,192.0,2.5,2022-23,31.0,DET,51.0,8.0,1122.0,200.0,459.0,101.0,220.0,99.0,239.0,153.0,188.0,19.0,139.0,158.0,114.0,38.0,8.0,58.0,98.0,652.0,0.436,0.459,0.414,0.814,0.602,0.544,G
74,1629126.0,Deonte Burton,505.0,0.0,2022-23,29.0,SAC,2.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,G
75,1630215.0,Jared Butler,446.0,0.1,2022-23,22.0,OKC,6.0,1.0,77.0,15.0,32.0,8.0,18.0,7.0,14.0,0.0,0.0,1.0,3.0,4.0,8.0,5.0,0.0,5.0,5.0,37.0,0.469,0.444,0.5,,0.578,0.578,G
76,202710.0,Jimmy Butler,3.0,12.3,2022-23,33.0,MIA,64.0,64.0,2138.0,479.0,888.0,443.0,785.0,36.0,103.0,472.0,555.0,141.0,234.0,375.0,340.0,117.0,21.0,101.0,80.0,1466.0,0.539,0.564,0.35,0.85,0.647,0.56,F-G
77,1631219.0,John Butler Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1631288.0,Jamal Cain,331.0,0.8,2022-23,23.0,MIA,18.0,0.0,240.0,37.0,66.0,30.0,46.0,7.0,20.0,17.0,22.0,15.0,37.0,52.0,12.0,11.0,1.0,6.0,21.0,98.0,0.561,0.652,0.35,0.773,0.647,0.614,F
79,203484.0,Kentavious Caldwell-Pope,97.0,4.5,2022-23,29.0,DEN,76.0,76.0,2381.0,292.0,632.0,157.0,313.0,135.0,319.0,103.0,125.0,35.0,173.0,208.0,183.0,112.0,35.0,86.0,145.0,822.0,0.462,0.502,0.423,0.824,0.598,0.569,G
